Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
Toyota,Used,Diesel,20000,Corolla 2.0 D,740000,Karachi,Cash,2000
Suzuki,Used,CNG,25000,Alto,300000,Karachi,Installment/Leasing,2010
Suzuki,Used,Petrol,195000,Margalla,330000,Karachi,Cash,1995
Mitsubishi,Used,Petrol,83000,Lancer,360000,Karachi,Cash,1994
Toyota,Used,Petrol,90000,Passo,895000,Karachi,Cash,2009
Suzuki,Used,CNG,70000,Mehran VXR,310000,Karachi,Cash,2005
Suzuki,Used,CNG,140000,Cultus VXR,530000,Karachi,Cash,2006
Suzuki,Used,Petrol,12500,Baleno,200000,Karachi,Installment/Leasing,2006
,,,,,200000,,,
Daihatsu,New,Petrol,1,Mira,300000,Karachi,Installment/Leasing,2018
Suzuki,Used,CNG,140000,Cultus VXR,530000,Karachi,Cash,2006
Suzuki,Used,Petrol,12500,Baleno,200000,Karachi,Installment/Leasing,2006
,,,,,200000,,,
Daihatsu,New,Petrol,1,Mira,300000,Karachi,Installment/Leasing,2018
Suzuki,New,Petrol,10,Mehran VXR,200000,Karachi,Installment/Leasing,2018
,,,,,200000,,,
Daihatsu,Used,CNG,50000,Charade,200000,Karachi,Cash,1984
Suzuki,Used,CNG,123456,Mehran VXR,185000,Karachi,Cash,1993
Daihatsu,New,Petrol,1,Cast,300000,Karachi,Installment/Leasing,2018
Hyundai,Used,Petrol,140000,Santro,400000,Karachi,Cash,2003
Toyota,New,Petrol,10,Vitz,225000,Karachi,Installment/Leasing,2018
Toyota,Used,Petrol,110000,Corolla XLI,1250000,Karachi,Cash,2012
Suzuki,Used,Petrol,200000,Alto,420000,Karachi,Cash,2005
Honda,New,Petrol,67000,Civic VTi Oriel,1550000,Karachi,Cash,2013
Chevrolet,New,Petrol,5000,Joy,450000,Karachi,Cash,2007
Daihatsu,New,Petrol,27000,Mira,1140000,,Cash,2015
Suzuki,Used,Petrol,90000,Cultus VXR,630000,Karachi,Cash,2008
Suzuki,Used,CNG,73000,Alto,560000,Karachi,Cash,2009
,,,,,3700000,,,
Toyota,Used,Petrol,15000,Corolla GLI,280000,Karachi,Installment/Leasing,2010
Suzuki,Used,Petrol,83000,Swift,885000,Karachi,Cash,2010
Toyota,Used,Diesel,20000,Corrolla Altis,2140000,Karachi,Cash,2016
Suzuki,Used,CNG,99999,Margalla,350000,Karachi,Cash,1996
Toyota,Used,Petrol,150000,Starlet,200000,Karachi,Cash,1984
Suzuki,Used,Petrol,40873,Mehran VXR,310000,Karachi,Cash,2005
,,,,,205000,,,
Honda,Used,Petrol,30000,Civic VTi,200000,Karachi,Installment/Leasing,2006
Suzuki,Used,CNG,166000,Alto,540000,Karachi,Cash,2009
Nissan,Used,Petrol,115000,AD Van,750000,Karachi,Cash,2006
Toyota,New,CNG,55550,Auris,620000,Badin,Cash,2003
Suzuki,Used,Hybrid,12,Khyber,260000,Karachi,Cash,1989
Suzuki,New,CNG,1,Bolan,330000,Karachi,Cash,1985
Honda,Used,CNG,147283,City IDSI,700000,Karachi,Cash,2005
Suzuki,New,CNG,55,Cultus VX,485000,Karachi,Cash,2003
Daihatsu,New,Petrol,88000,Cuore,590000,Karachi,Cash,2010
Hyundai,Used,Petrol,15000,Santro,200000,Karachi,Installment/Leasing,2008
Toyota,New,Petrol,1,Other,500000,Karachi,Cash,2018
Toyota,Used,Petrol,101019,Corolla GLI,1400000,Karachi,Cash,2010
Hyundai,Used,CNG,35000,Santro,335000,Karachi,Cash,2004
Daihatsu,New,Petrol,16000,Cast,1280000,,Cash,2016
Suzuki,Used,Petrol,95000,FX,75000,Karachi,Cash,1985
,,,,,70000,,,
Changan,Used,CNG,12345,Other,310000,Karachi,Cash,2006
Suzuki,Used,Petrol,98000,Alto,510000,Karachi,Cash,2013
Toyota,Used,Petrol,75000,Corolla XLI,1070000,Karachi,Cash,2008
Toyota,Used,Petrol,24500,Corrolla Altis,2065000,Karachi,Cash,2014
Suzuki,Used,CNG,72200,Alto,625000,Karachi,Cash,2010
Honda,Used,Petrol,38003,Civic EXi,340000,Karachi,Cash,1995
Nissan,New,Petrol,28000,Dayz Highway Star,1250000,,Cash,2015
Suzuki,Used,Petrol,72200,Alto,625000,Karachi,Cash,2010
Daihatsu,Used,Petrol,12345,Cuore,785000,Karachi,Cash,2011
Daihatsu,Used,Petrol,100000,Charade,220000,Karachi,Cash,1986
Daihatsu,Used,Petrol,95000,Mira,755000,Karachi,Cash,2007
Suzuki,Used,Petrol,37000,Mehran VX,420000,Karachi,Cash,2010
Suzuki,Used,Petrol,32000,Bolan,220000,Karachi,Installment/Leasing,2012
,,,,,920000,,,
KIA,Used,CNG,90000,Spectra,265000,Karachi,Cash,2001
Honda,Used,CNG,79580,Civic EXi,810000,Karachi,Cash,2005
,,,,,250000,,,
Toyota,New,Petrol,47000,Vitz,1650000,Karachi,Cash,2018
Suzuki,New,CNG,1,Bolan,680000,Karachi,Cash,2017
Suzuki,New,Petrol,2300,Wagon R,1180000,Karachi,Cash,2018
,,,,,430000,,,
Toyota,New,Hybrid,1600,Aqua,2100000,Karachi,Cash,2016
Toyota,Used,Petrol,86000,Corolla GLI,1410000,Karachi,Cash,2012
Suzuki,Used,CNG,10800,Margalla,300000,Karachi,Cash,1993
Honda,Used,Petrol,61570,City IVTEC,1399999,Karachi,Cash,2013
Toyota,Used,Petrol,180000,Corolla XE,820000,Karachi,Cash,1996
Suzuki,Used,CNG,123456,Bolan,420000,Karachi,Cash,2005
Toyota,Used,Petrol,800000,Mark II,1300000,Karachi,Cash,2004
Suzuki,Used,CNG,35000,Mehran VXR,345000,,Cash,2006
Suzuki,Used,Petrol,910000,Mehran VXR,270000,Karachi,Cash,2001
Suzuki,Used,Petrol,68000,Cultus VXR,580000,Karachi,Cash,2008
Suzuki,Used,CNG,96500,Mehran VX,250000,Karachi,Cash,2003
Suzuki,Used,CNG,25000,Cultus VXR,500000,Karachi,Cash,2006
Toyota,Used,Petrol,47100,Vitz,1700000,Karachi,Cash,2014
Toyota,New,Petrol,1,Vitz,800000,Karachi,Cash,2002
Toyota,Used,Diesel,36000,Hilux,4500000,Karachi,Cash,2017
,,,,,780000,,,
Honda,Used,Petrol,86000,Civic VTi Oriel Prosmatec,2075000,Karachi,Cash,2015
Suzuki,Used,Petrol,49000,Cultus VXR,875000,Karachi,Cash,2014
Toyota,Used,,,,1100000,,,
Daihatsu,Used,Petrol,188000,Hijet,780000,Karachi,Cash,2012
,,,,,125000,,,
Suzuki,Used,CNG,25889,Alto,350000,Karachi,Cash,2007
Mitsubishi,Used,CNG,165000,Lancer,275000,Karachi,Cash,1993
,,,,,3000000,,,
Suzuki,Used,Petrol,70000,Cultus VXR,630000,Karachi,Cash,2009
,,,,,2275000,,,
Suzuki,Used,CNG,73000,Liana,675000,Karachi,Cash,2008
Suzuki,New,CNG,100000,Khyber,280000,,Cash,1996
Toyota,Used,CNG,1234568,Starlet,195000,Karachi,Cash,1987
Suzuki,Used,Petrol,111111,Mehran VX,415000,Karachi,Cash,2012
Honda,Used,Petrol,107000,Civic VTi Oriel Prosmatec,1280000,Karachi,Cash,2011
Suzuki,Used,CNG,66000,FX,240000,Karachi,Cash,1988
Suzuki,Used,Petrol,50000,Mehran VXR,220000,Karachi,Cash,1990
Suzuki,Used,Petrol,1111,FX,95000,Karachi,Cash,1985
Honda,New,Petrol,140000,N One,1250000,Karachi,Cash,2015
,,,,,1030000,,,
Suzuki,New,CNG,1,Other,470000,Karachi,Cash,2007
Daihatsu,Used,Petrol,200000,Charade,150000,Karachi,Cash,1986
Daihatsu,Used,Petrol,100000,Mira,750000,Karachi,Cash,2012
Honda,Used,Petrol,150,Civic Prosmetic,1030000,Karachi,Cash,2008
Honda,New,Hybrid,29000,Vezel,2765000,Islamabad,Cash,2015
Honda,Used,Petrol,124000,Civic EXi,700000,Karachi,Cash,2000
Honda,Used,Petrol,127000,City IDSI,635000,Karachi,Cash,2004
Suzuki,Used,CNG,200000,Alto,320000,Karachi,Cash,2002
Suzuki,Used,CNG,200000,Bolan,232000,Karachi,Cash,1985
Nissan,Used,Petrol,42,Dayz,1110000,Karachi,Cash,2014
Honda,Used,Petrol,4500,Civic EXi,485000,Karachi,Cash,1997
Honda,Used,CNG,1,Civic EXi,130000,Karachi,Cash,1986
Suzuki,Used,CNG,1,Cultus VXR,630000,Karachi,Cash,2008
,,,,,365000,,,
,,,,,270000,,,
Daihatsu,Used,CNG,120000,Charade,200000,Karachi,Cash,1984
Toyota,Used,Petrol,160000,Platz,675000,Karachi,Cash,2003
Mitsubishi,Used,Petrol,43573,Ek Wagon,1065000,Karachi,Cash,2013
Mercedes,Used,Petrol,100000,E Class,480000,Islamabad,Cash,1991
Toyota,Used,Diesel,12345,Other,390000,,Cash,1962
Daihatsu,Used,Petrol,10000000,Cuore,420000,Karachi,Cash,2004
Daihatsu,Used,Petrol,960000,Mira,675000,Karachi,Cash,2008
,,,,,1400000,,,
Toyota,New,Petrol,19000,Aqua,1975000,,Cash,2015
Toyota,Used,CNG,1,Corolla XE,500000,Karachi,Cash,1995
Suzuki,Used,Petrol,82000,Cultus VXR,665000,Karachi,Cash,2009
Suzuki,New,CNG,1,Cultus VXL,535000,Karachi,Cash,2007
Suzuki,Used,CNG,10000,Mehran VX,335000,Karachi,Cash,2006
Honda,Used,Petrol,150000,Civic VTi Oriel,625000,Karachi,Cash,2000
Toyota,New,CNG,750000,Vitz,700000,Karachi,Cash,2006
Porsche,Used,Petrol,50000,Cayenne,800000,Karachi,Installment/Leasing,2004
Honda,Used,CNG,100000,Civic EXi,120000,Karachi,Cash,1987
Toyota,Used,CNG,100000,Other,175000,Karachi,Cash,1974
Chevrolet,Used,Petrol,25000,Silverado,1700000,Karachi,Installment/Leasing,2015
,,,,,395000,,,
Daihatsu,Used,CNG,123456,Charade,175000,Karachi,Cash,1986
Suzuki,Used,CNG,700000,Baleno,400000,Karachi,Cash,2005
Mitsubishi,New,CNG,26760,Lancer,320000,Karachi,Cash,1991
Suzuki,New,Petrol,67000,Cultus VXR,865000,Karachi,Cash,2014
Toyota,Used,Petrol,120000,Wish,1400000,Karachi,Cash,2007
Suzuki,Used,Petrol,55000,Margalla,430000,Karachi,Cash,1996
,,,,,120000,,,
Suzuki,Used,Petrol,40000,Bolan,625000,Karachi,Cash,2012
Suzuki,Used,CNG,6048,Wagon R,1245000,Karachi,Cash,2017
Daihatsu,Used,Petrol,100000,Charade,175000,Karachi,Cash,1985
Toyota,Used,Petrol,103000,Vitz,1099999,Karachi,Cash,2010
Daihatsu,Used,Petrol,10000000,Charade,180000,Karachi,Cash,1986
Suzuki,Used,CNG,63600,Alto,370000,Karachi,Cash,2004
Daihatsu,New,Petrol,16000,Mira,1290000,Karachi,Cash,2014
Suzuki,Used,Petrol,200000,Baleno,478000,,Cash,2004
Suzuki,Used,Petrol,10000000,Mehran VX,170000,Karachi,Cash,1990
Suzuki,Used,Petrol,123,Liana,515000,,Cash,2006
Daewoo,Used,CNG,18,Racer,220000,Karachi,Cash,1995
Daihatsu,Used,CNG,15000,Charade,160000,Karachi,Cash,1985
Suzuki,Used,Petrol,10000000,Mehran VX,170000,Karachi,Cash,1990
Suzuki,Used,Petrol,123,Liana,515000,,Cash,2006
Daewoo,Used,CNG,18,Racer,220000,Karachi,Cash,1995
Daihatsu,Used,CNG,15000,Charade,160000,Karachi,Cash,1985
Suzuki,Used,CNG,1,Mehran VX,225000,Karachi,Cash,2000
Suzuki,Used,CNG,100000,Bolan,280000,Karachi,Cash,1987
Suzuki,Used,CNG,12345,Khyber,140000,Karachi,Cash,1990
,,,,,350000,,,
Honda,Used,Petrol,88008,Civic EXi,790000,Karachi,Cash,1996
,,,,,175000,,,
Toyota,Used,CNG,100000,Corolla XLI,90000,Karachi,Cash,1974
Honda,New,CNG,90000,City IDSI,855000,Karachi,Cash,2006
,,,,,265000,,,
KIA,Used,CNG,32650,Classic,325000,Karachi,Cash,2003
Suzuki,Used,CNG,11,FX,115000,Karachi,Cash,1984
Suzuki,Used,CNG,110000,Bolan,275000,Karachi,Cash,1990
Suzuki,Used,Petrol,71000,Cultus VXR,595000,Karachi,Cash,2006
Toyota,Used,CNG,222222,Other,550000,Karachi,Cash,1995
Suzuki,Used,Petrol,80000,Wagon R,1180000,Karachi,Cash,2015
Suzuki,New,Petrol,74000,Swift,870000,Karachi,Cash,2011
Daihatsu,Used,CNG,1000,Charade,120000,Karachi,Cash,1985
Nissan,Used,Petrol,80000,Moco,1110000,Karachi,Cash,2018
Suzuki,Used,Petrol,90000,Cultus VXR,420000,Karachi,Cash,2004
Suzuki,Used,Petrol,80000,Mehran VXR,460000,Karachi,Cash,2014
Suzuki,New,Petrol,23929,Alto,1360000,,Cash,2016
Honda,Used,Petrol,153000,Civic VTi Oriel Prosmatec,650000,Karachi,Cash,2007
,,,,,460000,,,
,,,,,320000,,,
Daihatsu,Used,Petrol,70000,Mira,1130000,Karachi,Cash,2014
Daihatsu,Used,Petrol,33000,Mira,1240000,Karachi,Cash,2014
Suzuki,Used,CNG,80000,Cultus VXR,380000,Karachi,Cash,2000
Suzuki,Used,Petrol,10,Liana,535000,,Cash,2006
Suzuki,Used,CNG,80000,Cultus VXR,430000,Karachi,Cash,2001
Toyota,Used,Petrol,113000,Passo,1250000,Karachi,Cash,2011
Suzuki,Used,CNG,10000,Bolan,400000,Karachi,Cash,2003
Suzuki,Used,Petrol,1,Bolan,470000,Karachi,Cash,2006
Mercedes,Used,CNG,100000,Other,550000,Lahore,Cash,1995
Other Brands,Used,,,,70000,,,
Suzuki,Used,Petrol,79865,Bolan,615000,Karachi,Cash,2008
Suzuki,New,Petrol,2049,Hustler,1260000,,Cash,2015
Suzuki,Used,Petrol,55654,Hustler,1235000,,Cash,2014
Suzuki,Used,Petrol,10744,Hustler,1160000,,Cash,2014
Honda,Used,Petrol,6800,Civic VTi Oriel Prosmatec,1600000,Karachi,Cash,2011
Daihatsu,Used,Petrol,78000,Boon,850000,Karachi,Cash,2008
Suzuki,Used,CNG,77777,Alto Lapin,290000,Karachi,Cash,2001
Suzuki,Used,Petrol,2100,Bolan,750000,Karachi,Cash,2017
Honda,Used,Petrol,200000,Accord,650000,Karachi,Cash,1996
,,,,,720000,,,
Mitsubishi,Used,CNG,100000,Lancer,115000,Karachi,Cash,1987
Daihatsu,Used,Petrol,1562,Cast,1360000,,Cash,2016
Suzuki,Used,CNG,1,Khyber,250000,Karachi,Cash,1998
Daihatsu,Used,Petrol,800000,Cuore,450000,Karachi,Cash,2000
Suzuki,Used,Petrol,53000,Cultus VXR,1010000,Karachi,Cash,2015
Toyota,Used,CNG,87000,Premio,1450000,Karachi,Cash,2005
Honda,Used,Petrol,80000,Other,510000,Karachi,Cash,2001
Toyota,Used,Diesel,72000,Hilux,3700000,Karachi,Cash,2012
Suzuki,New,Petrol,27000,Swift,1275000,Karachi,Cash,2015
Suzuki,New,Petrol,500,Bolan,950000,Karachi,Cash,2018
,,,,,90000,,,
Suzuki,Used,Petrol,73000,Alto,580000,Karachi,Cash,2009
Mitsubishi,Used,Petrol,178400,Pajero Mini,522000,Karachi,Cash,1995
Suzuki,Used,,1,,490000,,,2009
Honda,Used,CNG,150000,Civic EXi,650000,Karachi,Cash,2001
Toyota,Used,Petrol,120000,Mark II,1250000,Karachi,Cash,2003
Toyota,Used,Hybrid,23000,Aqua,2175000,,Cash,2015
,,,,,565000,,,
Toyota,Used,Petrol,71000,Corolla GLI,1770000,Karachi,Cash,2015
Toyota,Used,Diesel,85000,Hilux,3380000,Karachi,Cash,2011
Daihatsu,Used,Petrol,175000,Hijet,800000,Karachi,Cash,2011
Suzuki,Used,Petrol,50000,Mehran VXR,275000,Karachi,Cash,2004
Suzuki,Used,Petrol,16000,Spacia,1335000,,Cash,2016
Toyota,Used,Hybrid,62000,Aqua,2265000,,Cash,2016
Toyota,Used,Petrol,8000,Van,1785000,,Cash,2017
Suzuki,Used,Petrol,16600,Alto Lapin,1140000,,Cash,2015
Toyota,New,Hybrid,11000,Aqua,950000,,Cash,2015
Suzuki,Used,CNG,95873,Alto,430000,Karachi,Cash,2007
Suzuki,Used,Petrol,51510,Liana,625000,Karachi,Cash,2006
Hyundai,Used,CNG,250000,Santro,300000,Karachi,Cash,2002
Toyota,Used,Petrol,50000,Passo,780000,Karachi,Cash,2005
Suzuki,Used,CNG,100000,Bolan,340000,Karachi,Cash,2004
Toyota,Used,Petrol,131000,Vitz,1060000,,Cash,2007
Suzuki,Used,Petrol,94,Cultus VXR,1025000,Karachi,Cash,2015
Daihatsu,Used,CNG,1,Atrai Wagon,150000,Karachi,Cash,1986
Suzuki,Used,CNG,1,Bolan,265000,,Cash,1992
Suzuki,Used,Hybrid,12345,Alto,389000,Karachi,Cash,2005
Honda,Used,CNG,100000,Other,60000,Karachi,Cash,1981
Suzuki,Used,CNG,1,Cultus VX,380000,Karachi,Cash,2003
Suzuki,Used,Petrol,69000,Alto,1550000,,Cash,2015
Suzuki,Used,CNG,6000,Mehran VXR,250000,Karachi,Cash,1996
Suzuki,Used,CNG,786,Alto,330000,Karachi,Cash,2001
Nissan,Used,CNG,1000,Sunny,290000,Karachi,Cash,1987
Suzuki,Used,CNG,100000,Bolan,400000,Karachi,Cash,2003
Suzuki,Used,Petrol,42000,Alto,1225000,,Cash,2015
Suzuki,Used,CNG,130000,Mehran VX,210000,,Cash,1998
Suzuki,Used,CNG,36000,Cultus VXR,470000,Karachi,Cash,2005
Mitsubishi,Used,Petrol,42000,Mirage,1225000,Karachi,Cash,2012
Honda,New,Petrol,90000,Civic VTi,1375000,Karachi,Cash,2012
Other Brands,Used,Petrol,14000,Other,2600000,,Cash,2013
Toyota,New,Hybrid,77000,Aqua,2115000,,Cash,2015
Suzuki,Used,Petrol,200000,Alto,370000,Karachi,Cash,2004
Suzuki,Used,,1,,480000,,,2008
Toyota,Used,CNG,458356,Corolla XLI,60000,Karachi,Cash,1974
Toyota,Used,Petrol,28549,Starlet,375000,Karachi,Cash,1984
Daihatsu,New,CNG,12345,Cuore,525000,Karachi,Cash,2005
Toyota,Used,CNG,1,Corolla XE,625000,Karachi,Cash,2001
Daihatsu,New,Petrol,3168,Mira,1390000,Karachi,Cash,2016
Suzuki,Used,CNG,40000,Other,465000,Karachi,Cash,2006
Nissan,Used,Hybrid,100000,Sunny,250000,Karachi,Cash,1987
Suzuki,Used,CNG,520777,FX,130000,Karachi,Cash,1985
Suzuki,Used,CNG,80000,Cultus VX,630000,Karachi,Cash,2009
Daihatsu,New,Petrol,22000,Mira,925000,,Cash,2015
Suzuki,Used,Petrol,71500,Swift,1150000,Karachi,Cash,2013
Suzuki,Used,Petrol,78000,Cultus VXR,670000,Karachi,Cash,2009
Honda,Used,CNG,10000,Civic VTi,120000,Karachi,Cash,1987
Suzuki,New,Petrol,85000,Mehran VXR,290000,Karachi,Cash,1997
,,,,,800000,,,
Suzuki,Used,Petrol,100000,Mehran VX,310000,Karachi,Cash,2007
Suzuki,Used,CNG,33000,Cultus VXR,610000,Karachi,Cash,2008
Daihatsu,Used,Petrol,150000,Hijet,615000,Karachi,Cash,2007
Honda,Used,CNG,100000,City IDSI,435000,Karachi,Cash,1998
Suzuki,Used,CNG,254000,Cultus VXR,495000,Karachi,Cash,2006
Suzuki,Used,CNG,12222,FX,75000,Karachi,Cash,1986
Suzuki,Used,Petrol,160000,Alto,660000,,Cash,2006
Suzuki,Used,CNG,75000,Cultus VXR,510000,Karachi,Cash,2006
Daihatsu,New,Petrol,50000,Move,1140000,Karachi,Cash,2015
Suzuki,Used,Petrol,43000,Cultus VXL,470000,Karachi,Cash,2001
Suzuki,Used,CNG,85000,Alto,640000,Karachi,Cash,2011
Daihatsu,Used,Petrol,90000,Cuore,470000,Karachi,Cash,2005
Toyota,Used,Petrol,75000,Vitz,1275000,Karachi,Cash,2011
Honda,Used,Hybrid,23000,Insight,1850000,Karachi,Cash,2014
Toyota,Used,Petrol,117000,Corolla GLI,1650000,Karachi,Cash,2013
Suzuki,Used,Petrol,1,Khyber,335000,,Cash,1997
Suzuki,Used,Petrol,100000,Mehran VX,300000,Karachi,Cash,2007
Toyota,Used,Petrol,14000,Corolla GLI,2100000,Karachi,Cash,2017
Suzuki,Used,CNG,125000,Khyber,165000,Karachi,Cash,1996
Suzuki,Used,Petrol,100000,Mehran VX,300000,Karachi,Cash,2007
Hyundai,Used,Petrol,150000,Santro,265000,Karachi,Cash,2001
,,,,,120000,,,
Suzuki,Used,Petrol,22000,Swift,1550000,Karachi,Cash,2017
Suzuki,New,Petrol,87308,Wagon R,885000,Karachi,Cash,2010
Suzuki,Used,CNG,250000,Cultus VXR,450000,Karachi,Cash,2005
Suzuki,Used,Petrol,100000,Khyber,260000,Karachi,Cash,1998
Toyota,Used,Petrol,90000,Passo,865000,Karachi,Cash,2006
Daihatsu,New,CNG,10000,Charade,170000,Karachi,Cash,1984
Toyota,Used,Petrol,150000,Vitz,1350000,Karachi,Cash,2013
Suzuki,Used,CNG,10000,FX,125000,Karachi,Installment/Leasing,1984
Suzuki,Used,CNG,1000,FX,105000,Karachi,Cash,1986
Honda,Used,Petrol,30000,N Wgn,1115000,,Cash,2014
Daihatsu,New,CNG,1000,Charade,170000,Karachi,Cash,1984
Suzuki,Used,CNG,61000,Cultus VXR,535000,Karachi,Cash,2007
Toyota,Used,Diesel,165000,Prado,1975000,Karachi,Cash,2001
Daihatsu,Used,Petrol,500000,Mira,850000,Karachi,Cash,2012
Suzuki,Used,Petrol,75000,Swift,940000,Karachi,Cash,2010
Honda,Used,Petrol,560800,Civic EXi,240000,Karachi,Cash,1990
Suzuki,Used,CNG,90000,Alto,650000,Karachi,Cash,2011
Suzuki,Used,CNG,86000,Mehran VX,285000,Karachi,Cash,2005
,,,,,810000,,,
Toyota,Used,Petrol,147000,Allion,1700000,Karachi,Cash,2013
Suzuki,Used,CNG,25000,Liana,525000,Karachi,Cash,2006
Suzuki,Used,CNG,90000,Cervo,420000,Karachi,Cash,2007
Toyota,Used,Petrol,150000,Corolla GLI,1360000,Karachi,Cash,2012
Suzuki,Used,Petrol,35000,Wagon R,985000,Karachi,Cash,2015
,,,,,355000,,,
Suzuki,Used,Petrol,20000,Cultus VXR,1150000,Karachi,Cash,2017
Toyota,Used,Petrol,150000,Corolla GLI,1360000,Karachi,Cash,2012
Suzuki,Used,Petrol,35000,Wagon R,985000,Karachi,Cash,2015
,,,,,355000,,,
Suzuki,Used,Petrol,20000,Cultus VXR,1150000,Karachi,Cash,2017
Suzuki,Used,CNG,30000,Khyber,240000,Karachi,Cash,1995
Suzuki,Used,CNG,75,Mehran VX,120000,Karachi,Cash,1990
Daihatsu,Used,Petrol,52000,Mira,1150000,Karachi,Cash,2015
Daihatsu,Used,Petrol,100000,Charade,110000,Karachi,Cash,1982
Toyota,Used,Petrol,46000,Corolla GLI,2000000,Karachi,Cash,2016
,,,,,325000,,,
Nissan,Used,Petrol,76000,Clipper,760000,,Cash,2013
Suzuki,Used,Petrol,120000,Wagon R,980000,Karachi,Cash,2013
Suzuki,Used,Petrol,123456,Wagon R,760000,Karachi,Cash,2012
Honda,Used,Petrol,67000,City IVTEC,1625000,,Cash,2015
Suzuki,Used,CNG,3000,Bolan,300000,Karachi,Cash,1990
Honda,Used,CNG,120000,City IDSI,640000,Karachi,Cash,2005
Suzuki,Used,CNG,100000,Cultus VXL,665000,Karachi,Cash,2008
Honda,Used,Petrol,85000,Civic VTi Oriel Prosmatec,1325000,Karachi,Cash,2010
Suzuki,Used,CNG,100000,Khyber,150000,Karachi,Cash,1992
Suzuki,Used,,100000,,220000,,,1990
FAW,New,Petrol,10000,V2,1160000,Karachi,Cash,2017
Suzuki,Used,CNG,1,Carry,500000,Rahimyar Khan,Cash,2011
Suzuki,Used,Petrol,100000,Khyber,280000,Karachi,Cash,1991
Other Brands,Used,CNG,12345,Other,100000,Karachi,Cash,1981
Honda,Used,Petrol,78000,Civic VTi,460000,Karachi,Cash,1997
Suzuki,Used,CNG,78,Other,520000,Karachi,Cash,2010
Suzuki,New,Petrol,54632,Alto,475000,Karachi,Cash,2006
Suzuki,Used,,,,440000,,,
,,,,,230000,,,
Daihatsu,Used,Petrol,95000,Hijet,710000,Karachi,Cash,2009
Suzuki,Used,,100000,,350000,,,1992
Suzuki,Used,CNG,59000,Mehran VX,320000,Karachi,Cash,2007
Honda,Used,Petrol,87000,City IDSI,950000,Karachi,Cash,2008
Toyota,Used,Hybrid,60000,Corolla GLI,800000,Karachi,Cash,2004
Suzuki,Used,CNG,76000,Cultus VXR,690000,Karachi,Cash,2010
Toyota,Used,Diesel,1500000,Surf,2200000,Karachi,Cash,1997
Suzuki,Used,Petrol,1,Khyber,300000,Karachi,Cash,1998
Suzuki,Used,Petrol,113000,Alto,540000,Karachi,Cash,2010
Toyota,Used,Petrol,62000,Vitz,1170000,Karachi,Cash,2010
Suzuki,Used,Petrol,96000,Cultus VXR,490000,Karachi,Cash,2007
Honda,New,Petrol,1500,City IVTEC,2700000,Karachi,Cash,2017
Suzuki,Used,CNG,10000,FX,125000,Karachi,Cash,1985
Toyota,Used,Petrol,80000,Platz,660000,Karachi,Cash,2005
Suzuki,Used,Petrol,10000,Alto,520000,Karachi,Cash,2011
Suzuki,Used,CNG,3600,Liana,460000,,Cash,2006
Suzuki,Used,CNG,1,Mehran VX,220000,Karachi,Cash,1998
Daihatsu,Used,Petrol,50000,Atrai Wagon,140000,Karachi,Cash,1984
Honda,New,Petrol,1,City IVTEC,1793000,,Cash,2018
Suzuki,Used,Petrol,50000,Alto,380000,Karachi,Cash,2004
Daihatsu,Used,CNG,1,Charade,165000,Karachi,Cash,1984
Suzuki,Used,Petrol,7,Cultus VXR,420000,Karachi,Cash,2005
Mercedes,Used,Petrol,35000,C Class,3500000,Karachi,Cash,2007
Suzuki,Used,Hybrid,9009090,Cultus VXR,420000,Karachi,Cash,2002
Daihatsu,Used,Petrol,92000,Hijet,960000,,Cash,2015
Suzuki,Used,CNG,1,Cultus VXR,525000,Karachi,Cash,2007
Honda,Used,CNG,85000,City IDSI,840000,Karachi,Cash,2008
Honda,Used,Petrol,100000,Civic VTi,1325000,Karachi,Cash,2012
Daihatsu,Used,CNG,60000,Charade,225000,Karachi,Cash,1985
Suzuki,Used,CNG,81000,Alto,590000,Karachi,Cash,2008
Suzuki,Used,Petrol,52000,Bolan,520000,Karachi,Cash,2006
Suzuki,Used,CNG,46000,Mehran VX,300000,Karachi,Cash,2001
Suzuki,Used,CNG,9999999,Mehran VX,190000,Karachi,Cash,1992
Suzuki,Used,Petrol,49000,Wagon R,1475000,Karachi,Cash,2015
Toyota,Used,Petrol,530000,Corolla XE,530000,Karachi,Cash,1994
Suzuki,Used,CNG,1,Mehran VX,340000,Karachi,Cash,2008
Suzuki,Used,CNG,100000,Mehran VX,350000,Karachi,Cash,2006
Toyota,Used,CNG,400000,Corolla XLI,820000,Karachi,Cash,2007
KIA,Used,CNG,123,Classic,210000,Karachi,Cash,2004
Suzuki,Used,,12485,,295000,,,1991
Suzuki,Used,Petrol,1111,Margalla,350000,Karachi,Cash,1996
Suzuki,New,Petrol,12,Bolan,834000,Karachi,Cash,2018
Suzuki,Used,CNG,1000000,FX,110000,Karachi,Cash,1988
Suzuki,Used,Petrol,28000,Wagon R,1125000,Karachi,Cash,2017
KIA,Used,CNG,10,Pride,185000,Karachi,Cash,1996
FAW,Used,Petrol,62000,X-PV,700000,Karachi,Cash,2014
Daihatsu,Used,Petrol,12000,Mira,1260000,,Cash,2014
Suzuki,Used,CNG,1000000,Khyber,140000,Karachi,Cash,1989
Suzuki,Used,CNG,10080,Bolan,350000,Karachi,Cash,2006
Toyota,Used,CNG,50,Starlet,140000,,Cash,1983
